iter,games,wins,losses,draws,samples,pi_loss,v_loss,entropy,clip_frac,archetype_loss,eval_win_rate,eval_games
313,2,2,0,0,,,,,,,,
314,2,1,1,0,,,,,,,,
315,2,1,1,0,403,-0.000405,0.091351,0.735673,0.0070,0.000000,,
316,2,2,0,0,,,,,,,,
317,2,1,1,0,,,,,,,,
318,2,1,1,0,508,-0.003417,0.101659,0.669786,0.0079,0.000000,,
319,2,1,1,0,,,,,,,,
320,2,1,1,0,,,,,,,0.8000,20
321,2,2,0,0,436,-0.004833,0.074010,0.729496,0.0000,0.000000,,
322,2,1,1,0,,,,,,,,
323,2,1,1,0,,,,,,,,
324,2,1,1,0,452,-0.001589,0.088342,0.716291,0.0058,0.000000,,
325,2,1,1,0,,,,,,,,
326,2,0,2,0,,,,,,,,
327,2,1,1,0,510,-0.002324,0.093052,0.763858,0.0007,0.000000,,
328,2,2,0,0,,,,,,,,
329,2,2,0,0,,,,,,,,
330,2,1,1,0,489,0.002074,0.082879,0.729197,0.0028,0.000000,0.9000,20
331,2,0,2,0,,,,,,,,
332,2,1,1,0,,,,,,,,
333,2,2,0,0,472,-0.003034,0.081667,0.718902,0.0013,0.000000,,
334,2,2,0,0,,,,,,,,
335,2,2,0,0,,,,,,,,
336,2,2,0,0,474,0.002136,0.041784,0.711042,0.0080,0.000000,,
337,2,2,0,0,,,,,,,,
338,2,2,0,0,,,,,,,,
339,2,2,0,0,450,-0.003500,0.035083,0.653477,0.0056,0.000000,,
340,2,2,0,0,,,,,,,0.8000,20
341,2,2,0,0,,,,,,,,
342,2,2,0,0,438,0.005339,0.043790,0.667406,0.0016,0.000000,,
343,2,1,1,0,,,,,,,,
344,2,2,0,0,,,,,,,,
345,2,2,0,0,451,0.000337,0.082840,0.709413,0.0124,0.000000,,
346,2,1,1,0,,,,,,,,
347,2,1,1,0,,,,,,,,
348,2,2,0,0,535,0.032039,0.070202,0.716687,0.0096,0.000000,,
349,2,2,0,0,,,,,,,,
350,2,1,1,0,,,,,,,0.9000,20
351,2,0,2,0,492,-0.001027,0.154789,0.762868,0.0021,0.000000,,
352,2,1,1,0,,,,,,,,
353,2,1,1,0,,,,,,,,
354,2,2,0,0,490,-0.000311,0.073306,0.657576,0.0055,0.000000,,
355,2,1,1,0,,,,,,,,
356,2,0,2,0,,,,,,,,
357,2,2,0,0,499,-0.001985,0.105475,0.668969,0.0027,0.000001,,
358,2,1,1,0,,,,,,,,
359,2,1,1,0,,,,,,,,
360,2,1,1,0,390,0.016063,0.104182,0.724116,0.0044,0.000000,0.9000,20
361,2,2,0,0,,,,,,,,
362,2,1,1,0,,,,,,,,
363,2,1,1,0,374,0.025214,0.069594,0.745956,0.0070,0.000000,,
364,2,2,0,0,,,,,,,,
365,2,2,0,0,,,,,,,,
366,2,2,0,0,460,-0.005323,0.069409,0.744932,0.0210,0.000000,,
367,2,1,1,0,,,,,,,,
368,2,1,1,0,,,,,,,,
369,2,2,0,0,427,-0.002767,0.072691,0.677613,0.0055,0.000000,,
370,2,1,1,0,,,,,,,0.9500,20
371,2,1,1,0,,,,,,,,
372,2,0,2,0,370,0.005719,0.107856,0.670690,0.0000,0.000000,,
373,2,2,0,0,,,,,,,,
374,2,2,0,0,,,,,,,,
375,2,0,2,0,410,-0.004337,0.095603,0.690839,0.0011,0.000000,,
376,2,1,1,0,,,,,,,,
377,2,2,0,0,,,,,,,,
378,2,1,1,0,286,0.013264,0.111764,0.775455,0.0118,0.000000,,
379,2,1,1,0,,,,,,,,
380,2,1,1,0,,,,,,,0.9000,20
381,2,1,1,0,441,0.001577,0.080549,0.752772,0.0061,0.000000,,
382,2,2,0,0,,,,,,,,
383,2,2,0,0,,,,,,,,
384,2,2,0,0,423,0.005779,0.125197,0.690725,0.0000,0.000000,,
385,2,0,2,0,,,,,,,,
386,2,1,1,0,,,,,,,,
387,2,2,0,0,451,-0.005385,0.079867,0.641501,0.0022,0.000000,,
388,2,2,0,0,,,,,,,,
389,2,1,1,0,,,,,,,,
390,2,2,0,0,433,0.001282,0.068671,0.797031,0.0061,0.000000,0.9000,20
391,2,1,1,0,,,,,,,,
392,2,2,0,0,,,,,,,,
393,2,2,0,0,404,-0.003445,0.076166,0.737956,0.0069,0.000000,,
394,2,1,1,0,,,,,,,,
395,2,2,0,0,,,,,,,,
396,2,2,0,0,423,-0.002439,0.092899,0.729519,0.0020,0.000000,,
397,2,1,1,0,,,,,,,,
398,2,1,1,0,,,,,,,,
399,2,1,1,0,443,0.000081,0.123695,0.688056,0.0040,0.000000,,
400,2,1,1,0,,,,,,,0.9500,20
401,2,2,0,0,,,,,,,,
402,2,2,0,0,431,-0.005966,0.047914,0.665840,0.0023,0.000000,,
403,2,1,1,0,,,,,,,,
404,2,1,1,0,,,,,,,,
405,2,0,2,0,457,-0.001292,0.084261,0.675522,0.0023,0.000000,,
406,2,1,1,0,,,,,,,,
407,2,1,1,0,,,,,,,,
408,2,2,0,0,461,-0.001481,0.061143,0.648526,0.0047,0.000000,,
409,2,1,1,0,,,,,,,,
410,2,2,0,0,,,,,,,0.9500,20
411,2,1,1,0,503,-0.002260,0.073340,0.594060,0.0020,0.000000,,
412,2,1,1,0,,,,,,,,
413,2,2,0,0,,,,,,,,
414,2,1,1,0,449,-0.002006,0.134670,0.659245,0.0024,0.000000,,
415,2,1,1,0,,,,,,,,
416,2,2,0,0,,,,,,,,
417,2,1,1,0,502,-0.000898,0.083841,0.695369,0.0020,0.000000,,
418,2,2,0,0,,,,,,,,
419,2,1,1,0,,,,,,,,
420,2,2,0,0,396,0.000851,0.128109,0.720226,0.0000,0.000000,0.7500,20
421,2,0,2,0,,,,,,,,
422,2,2,0,0,,,,,,,,
423,2,0,2,0,450,-0.004332,0.126838,0.660668,0.0009,0.000000,,
424,2,1,1,0,,,,,,,,
425,2,1,1,0,,,,,,,,
426,2,2,0,0,340,-0.033461,0.103768,0.655665,0.0000,0.000000,,
427,2,0,2,0,,,,,,,,
428,2,2,0,0,,,,,,,,
429,2,0,2,0,337,-0.024164,0.069284,0.625467,0.0000,0.000000,,
430,2,2,0,0,,,,,,,0.9000,20
431,2,2,0,0,,,,,,,,
432,2,2,0,0,457,-0.000251,0.096336,0.618791,0.0025,0.000000,,
433,2,1,1,0,,,,,,,,
434,2,2,0,0,,,,,,,,
435,2,2,0,0,433,0.007492,0.066013,0.698946,0.0028,0.000000,,
436,2,1,1,0,,,,,,,,
437,2,0,2,0,,,,,,,,
438,2,1,1,0,321,0.028321,0.109705,0.658685,0.0000,0.000000,,
439,2,2,0,0,,,,,,,,
440,2,1,1,0,,,,,,,1.0000,20
441,2,0,2,0,494,-0.001407,0.100397,0.643348,0.0021,0.000000,,
442,2,1,1,0,,,,,,,,
443,2,1,1,0,,,,,,,,
444,2,1,1,0,510,-0.001896,0.089393,0.641876,0.0118,0.000000,,
445,2,2,0,0,,,,,,,,
