iter,games,wins,losses,draws,samples,pi_loss,v_loss,entropy,clip_frac,archetype_loss,eval_win_rate,eval_games
480,2,1,1,0,456,-0.002914,0.130640,0.446797,0.0000,0.000000,0.8500,20
481,2,1,1,0,,,,,,,,
482,2,1,1,0,,,,,,,,
483,2,0,2,0,506,-0.001024,0.110078,0.518298,0.0007,0.000000,,
484,2,0,2,0,,,,,,,,
485,2,0,2,0,,,,,,,,
486,2,1,1,0,318,-0.000470,0.117538,0.471993,0.0033,0.000000,,
487,2,2,0,0,,,,,,,,
488,2,1,1,0,,,,,,,,
489,2,2,0,0,328,0.026254,0.170715,0.538055,0.0049,0.000000,,
490,2,2,0,0,,,,,,,0.9000,20
491,2,0,2,0,,,,,,,,
492,2,2,0,0,364,0.011508,0.081264,0.437925,0.0031,0.000000,,
493,2,2,0,0,,,,,,,,
494,2,1,1,0,,,,,,,,
495,2,2,0,0,352,0.027458,0.068211,0.402419,0.0059,0.000000,,
496,2,0,2,0,,,,,,,,
497,2,2,0,0,,,,,,,,
498,2,0,2,0,275,-0.108051,0.160253,0.499176,0.0007,0.000000,,
499,2,0,2,0,,,,,,,,
500,2,1,1,0,,,,,,,0.8500,20
501,2,1,1,0,387,0.002669,0.162984,0.480315,0.0000,0.000000,,
502,2,1,1,0,,,,,,,,
503,2,2,0,0,,,,,,,,
504,2,1,1,0,346,0.005926,0.132503,0.451724,0.0194,0.000000,,
505,2,2,0,0,,,,,,,,
506,2,1,1,0,,,,,,,,
507,2,1,1,0,311,0.036992,0.130559,0.527725,0.0160,0.000000,,
508,2,1,1,0,,,,,,,,
509,2,0,2,0,,,,,,,,
510,2,1,1,0,352,-0.001395,0.102745,0.508871,0.0072,0.000000,0.9500,20
511,2,1,1,0,,,,,,,,
512,2,2,0,0,,,,,,,,
513,2,1,1,0,294,-0.024537,0.117162,0.508888,0.0050,0.000000,,
514,2,0,2,0,,,,,,,,
515,2,0,2,0,,,,,,,,
516,2,1,1,0,380,-0.005241,0.079242,0.504377,0.0020,0.000000,,
517,2,1,1,0,,,,,,,,
518,2,0,2,0,,,,,,,,
519,2,2,0,0,317,-0.032942,0.150795,0.420858,0.0000,0.000000,,
520,2,1,1,0,,,,,,,0.8000,20
521,2,1,1,0,,,,,,,,
522,2,1,1,0,247,-0.000277,0.215169,0.506920,0.0000,0.000000,,
523,2,2,0,0,,,,,,,,
524,2,1,1,0,,,,,,,,
525,2,1,1,0,364,0.000297,0.117049,0.461484,0.0000,0.000000,,
526,2,1,1,0,,,,,,,,
527,2,1,1,0,,,,,,,,
528,2,1,1,0,309,-0.023779,0.156522,0.431338,0.0026,0.000000,,
529,2,1,1,0,,,,,,,,
530,2,0,2,0,,,,,,,1.0000,20
531,2,0,2,0,328,-0.021969,0.178636,0.473996,0.0030,0.000000,,
532,2,1,1,0,,,,,,,,
533,2,0,2,0,,,,,,,,
534,2,0,2,0,291,-0.047342,0.126122,0.504126,0.0000,0.000000,,
535,2,2,0,0,,,,,,,,
536,2,0,2,0,,,,,,,,
